义演	benefit
拼法	spelling
贮藏室	closet
头等	first
武器装备	hardware
断裂	fracture
红衣服	red
傻笑	giggle
箱子	bin	chest
议题	question
（捕捉动物的）夹子	trap
浪漫思想[行为]	romantic
（思想、观点、文章主题等的）表现	statement
疼痛	bite	smart	ache
一品脱的量器或容器	pint
会所	club	hall
延伸	stretch	sweep
古时	old
笑话	joke	funny
人造喷泉	fountain
二中择一	alternative
符合行为准则的行为（或举止）	discipline
自然	nature
灰泥	plaster
说明	comment	why	explanation
透镜	lens	perspective
耐性	patience
眼力	eyesight
大理石等的）纹理	grain
[物]动量	momentum
果汁饮料	crush
一小绺胡须	imperial
双人床	twin
引以为傲的东西	boast
便利	convenience	accommodation
击穿	yield
昼	daytime
令人恐惧的事物	dread
入射角	incidence
手掌	palm
影象的清晰度	focus
〈口〉不安	flap
空位	void
猛然关闭的声音	slam
高速交通工具	rapid
宽松的上衣	blouse
倒数	reciprocal
热衷的事物	enthusiasm
知道决窍	rope
坯	blank
海拔高度	altitude
星	star
争论	argument	debate	difficulty	tangle
咒文	charm
友善的关系	friendship
（英国）保守党党员	conservative
大修道院的副院长	prior
友好的行为	kindness
客人	company	guest
[常作A-]整体	all
狭窄入口	jaw
[植]茎轴	axis
要求	call	demand	request	requirement	cry	instance
紊乱	chaos
[建]平屋顶	deck
会员身份	membership
喜悦	joy
好处	benefit	good	plus
富豪（阶级）	wealth
成立纪念日	birthday
（有特殊用途的）小房间	cabinet
埋葬…的地方	grave
（简单易记的）曲调	air
药可卡因	cocaine
蝴蝶	butterfly
马衔索	curb
恶性肿瘤	cancer
信头	heading
静居处	retreat
天平	balance
目录簿	catalog
卫生	health
心理学	psychology
飓风	hurricane
海上交通	navigation
专家	sharp	specialist	expert
吊车	crane
遮棚	shade
布头	list
干扰	interference
下倾	decline
商号	company	firm
道路	way
方针	course	track
酒窖	cellar
纸牌中的)黑桃	spade
敲击声	knock
[逻	category
钱	brass	money
闭锁	shut
不足额	deficiency	deficit	shortage
空气	atmosphere
盆	basin
学者	scholar	student	academic	philosopher
钩	hook
烧烤野餐	barbecue
[宗]免罪符	pardon
〈美〉冬季到南部做工的流动工人	tourist
老朋友	lad
盐	salt
钢	steel
盒	box
雇主	employer
悲剧的结局	catastrophe
盖	cap
防御地区	sector
现在	now	nowadays	present
冷冻机	fridge
地板	floor
针	needle
假设	hypothesis	tentative	assumption
水分	moisture
会社	fellowship
现场	scene
[体]假动作	fake
广大地域	extent
发生器	generator
手续费	commission
转化	translation
钱柜	till
花梗	stalk
[股票]现货	spot
拯救	salvation
膨胀	inflation
失业人数	unemployment
被浸泡的状态	steep
别针	pin
（在证券市场等）卖空的人	bear
女英雄	heroine
丝绸	silk
子弹	bullet
嬉戏	fun
请假条	excuse
[数学]根数	radical
反感	disgust
（自由）处置权	disposal
发抖	shiver	tremble
私通	intrigue
任职培训	orientation
大字标题	banner	headline
能读能写	literacy
笑柄	joke	scorn
褐色（或棕色）颜料（或染料）	brown
诗韵	metric
相似	analogy	resemblance
奇特的事物	odd
蜜（黄）色	honey
乘务员	steward
空中吊运车	trolley
[电学]（绝缘）套管	bush
激光	laser
涌流	current
远景	perspective
工程	project
（尤指基督教堂内的）牧师	clergy
中断	interrupt
（一）幕	act
突然的转向	jog
发表	daylight	publication
城镇	town
[信]接线台	switch
国际股票	international
经常费用	overhead
隐藏处	lie
口乱哄哄的热闹场面	circus
影响的范围	reach
曲解（意义）	violence
〈美俚〉反光镜	cheat
图象	visual
狭路	narrow
（关于某课题的）思考	reflection
星期三	Wednesday
尚待开发的领域	frontier
中间分子	intermediate
一阵风	blow
三角形	triangle
（疾病）侵袭	attack
极多	abundance
操心	bother
外甥	nephew
硬模	die
肥皂	soap
储藏	reservoir
财源	finance	purse
[生]选择	selection
部门	branch	category	department	desk	section	sector	division
预订	reservation
[动物学]节片	segment
遗失	loss
[军]通信兵	messenger
糕饼	cake
灯笼	lantern
冰状物	ice
疲乏	fatigue
桃树	peach
腐败、衰退的状态	decay
结束语	tag
敏感的人	sensible	sensitive
打扰	disturbance	interference
学会	college	academy	institute
节俭	saving	thrift
高层会议	summit
阿姨	aunt
捐助物	contribution
[植]芒	beard
皮肤	flesh	skin
文件套	jacket
走廊（一国领土通过他国境内的狭长地带）	corridor
垂直面	vertical
服务	employ	service
谅解	understanding
陈腔滥调的废话	jazz
块茎植物	bulb
[植]芽	button
民族	folk	nation
合意的人	goods
较优越者	better
晚上	night
同类	kind	party
一件商品（或物品）	item
下流场所	joint
豌豆类	pea
嗖嗖声	sing
申明	protest
说教	preach
（汽车轮的）制动器	shoe
[数学]比例（法）	proportion
皮夹子	wallet
零钱	cent	change
楼座	balcony
夜猫子	owl
[画]色调	tone
费	fare
美俚（披垂的）波型长发	waterfall
刑架	rack
句号	period
特价	special
回旋	whirl
消灭	destruction
侧面	phase	side	profile
（对付人的）计谋	trap
较好的人[事物]	superior
运动	campaign	game	motion	movement	sport	exercise
绷紧（身体部位的）肌肉	brace
宝匣	cassette
失球	turnover
眼睛	eye
民意调查	poll
饲料（尤指粗饲料）	feed
战友	comrade
（汽车等的）变速	shift
[计算机]网站	site
流通	currency
放荡的男人	rake
榴弹炮	cannon
捕获	capture
[逻辑学]内涵	comprehension
太空	space	void
升降车	cage
步调	pace	step
喇叭似的声音	trumpet
[生]族	tribe
烟气	fume
[数]百分法	percentage
奶牛	cow
良药	medicine
老生常谈	commonplace
审视	scan
（衣服的）腰身	waist
滑稽新闻	comic
专业服务费	fee
（线	jog
铁锹	spade
工作量	load
购买	purchase
[摄]底片	negative	plate
打扮	toilet
围脖	wrap
专门知识或技能	expertise
障碍栅栏）	obstacle
犯罪	crime	wrong
扩大	expansion	extension
包装纸	wrap
光线	beam	ray	shaft
（北美印第安人的）帐篷	lodge
修补	mend
沉积物	cake
打斗	struggle
机务员	operator
光纤	fiber
生活物质	provision
改革	reform	innovation
弹子游戏	marble
目录册	catalog
东亚人	oriental
往事	memory	past
甘蓝（洋白菜、卷心菜）	cabbage
大富翁	millionaire	money
小说	fiction
要道	artery
耸肩	shrug
洗衣板	paddle
（问题的）要点	knot
正方形	square
狂喜	transport
〈古〉出席	assistance
〈古〉猪	pork
美颜色	color
增大	wax
姑父	uncle
（讨论、考虑等的）问题	matter
威逼	hijack
物力	resource
季节	season	tide
污点	spot	stain
墩	pillar
激进分子	left	militant	radical
支撑物	support
君主	emperor	monarch	sovereign
薪水	money	pay	salary
漫画	cartoon
对抗	defy
灌木丛	brush
花瓶	vase
珍品	pearl
逆境	odds
号角	horn
游览	sightseeing	excursion
手迹	script
植物纤维	string
科研项目	project
瘟疫	pest	plague
[数]参数	parameter
失败者	failure
利润	gain	margin	profit
举	hoist
恶作剧	mischief	quiz	trick
主	lord
超出的时间	overtime
读书	read
符号	label	sign	symbol	expression
垛	stack
侦察舰	scout
（天体的）形成	evolution
记性	mind
有…轮子的汽车（或自行车等）	wheel
签证	visa
铜币	copper
野兽	beast	savage
一时的狂热	fever
体育馆	gymnasium
丢	throw
常量	constant
请愿	petition	plea
丝	silk
漆黑	eclipse
丛	cluster
（士兵穿的）工作服	fatigue
（通行税等的）征收权	toll
世	epoch
（因其生死言行而被基督教会追封的）圣人	saint
雇佣者	employer
卷边	bowing
一绺鬈发	curl
一阵（气味	puff
凳子	stool
警察	copper	police
高速交通网	rapid
桔色	orange
垫	pad
七	seven
外套	cloak	overcoat	wrap	coat
援助	assist	assistance
立放构件	upright
蔷薇（花）	rose
半径（距离）	radius
挽具	harness
招呼	greeting
耗尽	consumption
同时大量出现的事件	rash
公主	princess
控制力	command	grasp
籽粒	grain
[医]（传染病）接触人	contact
替代物	substitute
小题大做	production
电子琴	keyboard
[天]（日、月）食	eclipse
黄瓜	cucumber
（制作人造宝石的）铅质玻璃	paste
里德（人名）	read
比重	density
音色	speech
镶板	panel
感恩祈祷	Thanksgiving
版图	territory
注销	cancel
（浅底容器的）边缘	brim
（病人等的）生活规则	regime
能力所及	grasp
闪电	bolt	lightning
死伤者	casualty
冥想	meditation
深红色颜料	lake
臀部…的	hip
（细）绳	cord
宠儿	pet
收藏夹	favorite
（人与计算机的）人机对话	conversation
税	tax	toll
惨败	catastrophe
乳腺	breast
磨难	trial
财产等的）收入	revenue
允诺的东西	promise
信号	sign	signal
卷盘	reel
奶油色	cream
航海[飞行]日志	log
岁数	summer
规定	definition	provision	rule	institution
平野	champagne
一个人	one
水银	mercury
堇菜	violet
[用复数][法律]诉讼费	cost
（一）盘	coil
绝望	despair
训练	discipline	education	training	exercise
素质	timber
排行榜	chart
（滑车等的）通索孔	swallow
薄层	film
限额	allowance
感情	emotion	feeling	heart	sentiment	affect
（尤指金钱的）支出额	expenditure
巨大的事物	whale
植]轮	whirl
管子工	plumber
减号	minus
（英国）学院	college
英铁路货车	wagon
酒量大的人	tank
自责	guilt
主战派	hawk
唱片	disc	record	album
循环	circle	cycle	round
铁匠工场	forge
（船、飞机等的）左舷	port
[语]陈述语气	indicative
端详	gaze
大理石制品	marble
[宗]守护神	patron
邀请	invitation	invite
人文学科	humanity
常规	general
黏合（剂）	bond
精神错乱	complication
判断	estimate	judgement	judgement
守护神	angel
谷仓	barn	elevator
家务劳动	housework
主教（或大主教）教区	see
苦事	sour
[人名]斯洛特	slot
（事件等的）连续	stream
柏油	tar
带镜小粉盒	compact
怪想	fancy
文章	paper
定位于	fix
（动词的）语态	voice
含义是“东方的”(eastern)	Easter
评判员	judge
脖子	neck
黎明	dawn	daylight	light	morning	sunrise
畸形	monster
冰	ice
放映技师	projector
走向	trend
小建议	tip
揩布	cloth
入狱	prison
（包含人在内的）家眷	household
（光、色等的）斑点	splash
恶魔	monster
诗篇	verse
尖形器具	prick
铅版制版法	stereotype
有钩部分	hook
满足	content	enough	satisfaction
好名声	reputation
谦恭有礼	courtesy
战利品	conquest	prize
[棒]安全打	safety
秘密引线	wire
大学教授职位	chair
果皮	peel
有生之年	lifetime
警察部门	police
尖锐	edge
少数民族	minority
一连串的事	whirl
考验	test
十九世纪	eighteen
生气	anger	pet
操心的事	funeral
<美>毕业班学生	senior
临时旅客	transient
葡萄紫	grape
异国	abroad
塔	tower
重复的事物	repeat
帽舌	peak
[语]（形容词或副词的）比较级形式	comparative
传达	communication
延期	stay	extension
护卫队	guard
供奉	sacrifice
例外	exception
修正	compensation
反抗	rebellion
委派	assignment
社团	corporation	league	society	association
探索	grope	quest	research
棉被	quilt
[计]编辑软件	editor
波浪	wave
（利息等的）费率	rate
三十年代	thirty
生活信条	philosophy
班机	liner
作用	function	operation	part	purpose	role	action
约373克）	as
一套	tissue
“story”的变体	storey
〈俚〉龙须菜	grass
惨剧	tragedy
度假胜地	resort	resort
[天]北斗七星	plough
矿砂	ore
操作杆	lever
结构	design	formation	structure	texture
哨声	whistle
[数]被除数opp.divisor	dividend
接连	succession
但是	but
结果	consequence	event	harvest	offspring	outcome	produce	product	result	resultant
逆流	setback
组织	frame	framework	machinery	organization	outfit
羡慕	envy
上流社会	society
保险箱	safe
现状	status
窗帘	curtain
指南针	compass
（汽车或其他机器的）空挡位置	neutral
[天]黄纬	latitude
化学	chemistry
[动]寄生虫	guest
（构成）要素	ingredient
胶带	tape
精确（性）	accuracy
引退期间	retreat
大调	major
恩义	gratitude
推理	inference
爆破工	fireman
募捐	collection
学校	school
放荡	riot
脂肪酸盐	soap
枪	gun	spear
接近	access	approach
俚电子流	rain
污斑	blur
美玉蜀黍	corn
站	station	station
重要人士	swell
甜味	sweet
[天]水星	mercury
强烈的仇恨或厌恶	hate
化硅	silicon
注射	shot
生殖	generation	get
混合物	blend	composite
土地	ground	land	soil	acre
恢复开始时姿势	recover
疗法	cure	therapy
修理工作	repair
（木材	grain	scarf
Wheels汽车	wheel
滑翔	glide
英支票	cheque
茶	tea
牛棚	stable
责任心	responsibility
低语	whisper
（机械）结构	mechanism
凌乱	disorder
<口>呕吐物	sick
题名	heading
丢脸	disgrace
（旅店或寄宿舍的）女店主	landlady
古训	wisdom
檀条	summer
保护手段	hedge
[非正式用语]眼部青肿	mouse
